source_resolution,source_fps,output_resolution,output_fps_target,nodes,nominal_tops_per_node,effective_utilization,bandwidth_mib_s,output_mode,frames,authoritative_frames,reconstructed_frames,throughput_fps,p50_latency_ms,p95_latency_ms,p99_latency_ms,deadline_misses,input_bytes,output_bytes,total_transfer_bytes,avg_transfer_bytes_per_frame,transfer_mib_s_over_clip,egress_busy_fraction,ingress_busy_fraction,max_node_busy_fraction,stale_replays_rejected,required_gop_s,required_effective_tops,delivered_gop_s,compute_headroom_ratio,bottleneck
360p,10,1080p,60,4,2.0,0.4,1600,raw,600,100,500,59.88924716321035,46.160827636718295,78.45899902343808,78.45899902343808,0,164454400,1866240000,2030694400,3384490.6666666665,193.662109375,0.012954289800892664,0.11582238260646267,0.7583475922041537,1,1620.0,1.62,3200.0,1.9753086419753085,HEADROOM
360p,10,1080p,60,8,2.0,0.4,12.5,encoded,600,100,500,59.42168859979077,125.23453613281208,141.081723632813,163.3345361328138,0,123751936,15000000,138751936,231253.22666666665,13.232415771484375,0.9374289768952416,0.1180916115982046,0.9076068716732092,1,1620.0,1.62,6400.0,3.950617283950617,INPUT_INTERCONNECT_HEADROOM_LOW
360p,10,1080p,60,8,2.0,0.4,12.5,raw,600,100,500,4.211180609506578,66381.14578125041,125856.31906250061,131153.5515625003,600,123751936,1866240000,1989991936,3316653.2266666666,189.780419921875,0.0664350479313833,0.9996697929937803,0.06432157262960383,1,1620.0,1.62,6400.0,3.950617283950617,OUTPUT_INTERCONNECT
360p,10,1080p,60,8,2.0,0.4,25,encoded,600,100,500,59.79838831766306,87.29453613281203,102.18804931640625,117.79164306640624,0,164454400,15000000,179454400,299090.6666666667,17.114105224609375,0.6284090539927039,0.06181205816645602,0.7587518501686704,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,25,raw,600,100,500,8.41815353765001,30714.200546875276,58212.56718750074,60662.14343750078,599,164454400,1866240000,2030694400,3384490.6666666665,193.662109375,0.08846465682081636,0.9995070995725508,0.10681374116247254,1,1620.0,1.62,6400.0,3.950617283950617,OUTPUT_INTERCONNECT
360p,10,1080p,60,8,2.0,0.4,50,encoded,600,100,500,59.99498759162384,62.73547119140585,78.26582153320305,84.67863403320314,0,205568000,15000000,220568000,367613.3333333333,21.035003662109375,0.39603275635411883,0.033407438396951594,0.541454763014406,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,50,raw,600,100,500,16.792461444245884,12917.87335937503,24448.1335937505,25473.88171875054,596,205568000,1866240000,2071808000,3453013.3333333335,197.5830078125,0.11084867350924248,0.9975758507611969,0.15155196453431932,1,1620.0,1.62,6400.0,3.950617283950617,OUTPUT_INTERCONNECT
360p,10,1080p,60,8,2.0,0.4,100,encoded,600,100,500,60.09302270441761,50.42111389160118,58.42291076660149,66.18470764160156,0,247092736,15000000,262092736,436821.2266666667,24.995111083984376,0.24079474116505,0.01913473490345878,0.3831531127633661,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,100,raw,600,100,500,33.41090347433362,4015.026679687482,7536.173710937503,7879.750859375046,591,247092736,1866240000,2113332736,3522221.2266666666,201.543115234375,0.13387860174324714,0.9937433732866251,0.21302792055235084,1,1620.0,1.62,6400.0,3.950617283950617,OUTPUT_INTERCONNECT
360p,10,1080p,60,8,2.0,0.4,125,encoded,600,100,500,60.10275062652036,48.02089111328087,54.45432861328118,60.64776611328125,0,247092736,15000000,262092736,436821.2266666667,24.995111083984376,0.19362381280801153,0.016271909973698144,0.38321513799469326,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,125,raw,600,100,500,41.655710347018214,2239.2154687499824,4165.662968749963,4360.924687499961,584,247092736,1866240000,2113332736,3522221.2266666666,201.543115234375,0.13419581264649943,0.9918419894767263,0.2655968091725877,1,1620.0,1.62,6400.0,3.950617283950617,OUTPUT_INTERCONNECT
360p,10,1080p,60,8,2.0,0.4,200,encoded,600,100,500,60.117348416482514,44.4205569458004,48.50145538330071,52.34235382080078,0,247092736,15000000,262092736,436821.2266666667,24.995111083984376,0.12283877801826089,0.011975934267724177,0.38330821350349187,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,200,raw,600,100,500,59.45379991423983,87.48886718749918,117.31195312499949,117.31195312500051,0,247092736,1866240000,2113332736,3522221.2266666666,201.543115234375,0.12148293832608661,0.8865478920766487,0.37907742825319257,1,1620.0,1.62,6400.0,3.950617283950617,OUTPUT_INTERCONNECT_HEADROOM_LOW
360p,10,1080p,60,8,2.0,0.4,400,encoded,600,100,500,60.129518659313376,41.42027847290001,43.54072769165032,45.42117691040039,0,247092736,15000000,262092736,436821.2266666667,24.995111083984376,0.06382497768158002,0.008394360092948585,0.3833858109717815,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,400,raw,600,100,500,59.915411784411866,61.64753906249962,76.63908203124993,76.63908203125027,0,247092736,1866240000,2113332736,3522221.2266666666,201.543115234375,0.06359771215847666,0.4491122351281772,0.38202066553740943,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,800,encoded,600,100,500,60.13560562873702,39.92013923644981,41.06036384582512,41.960588455200195,0,247092736,15000000,262092736,436821.2266666667,24.995111083984376,0.03430911647697383,0.006603029156225809,0.3834246214888266,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,800,raw,600,100,500,60.09407195860284,50.03376953124962,57.60954101562493,57.60954101562527,0,247092736,1866240000,2113332736,3522221.2266666666,201.543115234375,0.03428542030710157,0.22762947836197944,0.3831598028080511,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,1600,encoded,600,100,500,60.138649575614586,39.170069618224716,39.820181922912525,40.2302942276001,0,247092736,15000000,262092736,436821.2266666667,24.995111083984376,0.019548944821821908,0.005707227677355645,0.383444029694118,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,8,2.0,0.4,1600,raw,600,100,500,60.11787346381822,44.22688476562462,48.09477050781243,48.09477050781277,0,247092736,1866240000,2113332736,3522221.2266666666,201.543115234375,0.01954219124378208,0.11626453281066781,0.3833115612053044,1,1620.0,1.62,6400.0,3.950617283950617,HEADROOM
360p,10,1080p,60,16,2.0,0.4,12.5,encoded,600,100,500,59.42168859979077,125.23453613281208,141.081723632813,163.3345361328138,0,123751936,15000000,138751936,231253.22666666665,13.232415771484375,0.9374289768952416,0.1180916115982046,0.9076068716732092,1,1620.0,1.62,12800.0,7.901234567901234,INPUT_INTERCONNECT_HEADROOM_LOW
360p,10,1080p,60,16,2.0,0.4,12.5,raw,600,100,500,4.211180609506578,66381.14578125041,125856.31906250061,131153.5515625003,600,123751936,1866240000,1989991936,3316653.2266666666,189.780419921875,0.0664350479313833,0.9996697929937803,0.06432157262960383,1,1620.0,1.62,12800.0,7.901234567901234,OUTPUT_INTERCONNECT
360p,10,1080p,60,16,2.0,0.4,25,encoded,600,100,500,59.79838831766306,87.29453613281203,102.18804931640625,117.79164306640624,0,164454400,15000000,179454400,299090.6666666667,17.114105224609375,0.6284090539927039,0.06181205816645602,0.7587518501686704,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,25,raw,600,100,500,8.41815353765001,30714.200546875276,58212.56718750074,60662.14343750078,599,164454400,1866240000,2030694400,3384490.6666666665,193.662109375,0.08846465682081636,0.9995070995725508,0.10681374116247254,1,1620.0,1.62,12800.0,7.901234567901234,OUTPUT_INTERCONNECT
360p,10,1080p,60,16,2.0,0.4,50,encoded,600,100,500,59.99498759162384,62.73547119140585,78.26582153320305,84.67863403320314,0,205568000,15000000,220568000,367613.3333333333,21.035003662109375,0.39603275635411883,0.033407438396951594,0.541454763014406,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,50,raw,600,100,500,16.792461444245884,12917.87335937503,24448.1335937505,25473.88171875054,596,205568000,1866240000,2071808000,3453013.3333333335,197.5830078125,0.11084867350924248,0.9975758507611969,0.15155196453431932,1,1620.0,1.62,12800.0,7.901234567901234,OUTPUT_INTERCONNECT
360p,10,1080p,60,16,2.0,0.4,100,encoded,600,100,500,60.129715412107004,50.42111389160118,58.42291076660149,66.18470764160156,0,247915008,15000000,262915008,438191.68,25.073529052734376,0.24174367968026148,0.019146418543304625,0.3795688285389248,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,100,raw,600,100,500,33.41090347433362,4015.026679687482,7536.173710937503,7879.750859375046,591,247915008,1866240000,2114155008,3523591.68,201.621533203125,0.13432418051493356,0.9937433732866251,0.21090632818173066,1,1620.0,1.62,12800.0,7.901234567901234,OUTPUT_INTERCONNECT
360p,10,1080p,60,16,2.0,0.4,125,encoded,600,100,500,60.16080352680549,48.02089111328087,54.45432861328118,60.64776611328125,0,247915008,15000000,262915008,438191.68,25.073529052734376,0.1944559008814576,0.01628762691771992,0.3797650722629591,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,125,raw,600,100,500,41.655710347018214,2239.2154687499824,4165.662968749963,4360.924687499961,584,247915008,1866240000,2114155008,3523591.68,201.621533203125,0.13464246166155883,0.9918419894767263,0.2629516715655521,1,1620.0,1.62,12800.0,7.901234567901234,OUTPUT_INTERCONNECT
360p,10,1080p,60,16,2.0,0.4,200,encoded,600,100,500,60.23646335279954,44.4205569458004,48.50145538330071,52.34235382080078,0,248326144,15000000,263326144,438876.9066666667,25.112738037109374,0.12369671477195139,0.01199966306956278,0.38024267491454655,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,200,raw,600,100,500,59.45379991423983,87.48886718749918,117.31195312499949,117.31195312500051,0,248326144,1866240000,2114566144,3524276.9066666667,201.6607421875,0.12208950062402024,0.8865478920766487,0.3753021119586384,1,1620.0,1.62,12800.0,7.901234567901234,OUTPUT_INTERCONNECT_HEADROOM_LOW
360p,10,1080p,60,16,2.0,0.4,400,encoded,600,100,500,60.30210101128265,41.42027847290001,43.54072769165032,45.42117691040039,0,248326144,15000000,263326144,438876.9066666667,25.112738037109374,0.06432783551190104,0.008418453390889757,0.3806570126337212,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,400,raw,600,100,500,59.915411784411866,61.64753906249962,76.63908203124993,76.63908203125027,0,248326144,1866240000,2114566144,3524276.9066666667,201.6607421875,0.06391533112875003,0.4491122351281772,0.3782160368890993,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,800,encoded,600,100,500,60.33497351213636,39.92013923644981,41.06036384582512,41.960588455200195,0,248326144,15000000,263326144,438876.9066666667,25.112738037109374,0.0345948502217386,0.0066249202128325765,0.38086452029536016,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,800,raw,600,100,500,60.141036927766905,50.03376953124962,57.60954101562493,57.60954101562527,0,248326144,1866240000,2114566144,3524276.9066666667,201.6607421875,0.03448365091728499,0.22780737629905826,0.37964029560652796,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,1600,encoded,600,100,500,60.35142320607398,39.170069618224716,39.820181922912525,40.2302942276001,0,248326144,15000000,263326144,438876.9066666667,25.112738037109374,0.019716197999564918,0.005727420141957673,0.3809683589883414,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,10,1080p,60,16,2.0,0.4,1600,raw,600,100,500,60.25448793371798,44.22688476562462,48.09477050781243,48.09477050781277,0,248326144,1866240000,2114566144,3524276.9066666667,201.6607421875,0.01968453022900735,0.1165287373908187,0.38035645508159416,1,1620.0,1.62,12800.0,7.901234567901234,HEADROOM
360p,15,1080p,60,4,2.0,0.4,12.5,encoded,600,150,450,42.315603398053646,2154.1704215494665,4014.0092236327837,4180.058598632782,579,184188928,15000000,199188928,331981.5466666667,18.996136474609376,0.9935887045477702,0.08409585655975811,0.8056256152938488,1,1530.0,1.53,3200.0,2.0915032679738563,INPUT_INTERCONNECT
360p,15,1080p,60,4,2.0,0.4,12.5,raw,600,150,450,4.211180609506578,66381.14578125041,125822.98572916728,131120.21822916696,600,184188928,1866240000,2050428928,3417381.546666667,195.544140625,0.09888034555614506,0.9996697929937803,0.08017456203409143,1,1530.0,1.53,3200.0,2.0915032679738563,OUTPUT_INTERCONNECT
360p,15,1080p,60,4,2.0,0.4,25,encoded,600,150,450,59.74331716491294,71.5309423828121,86.42445556640632,86.42445556640644,0,185011200,15000000,200011200,333352.0,19.074554443359375,0.7063190700231924,0.06175513253028334,0.8027410810863572,1,1530.0,1.53,3200.0,2.0915032679738563,INPUT_INTERCONNECT_HEADROOM_LOW
360p,15,1080p,60,4,2.0,0.4,25,raw,600,150,450,8.418598554714636,30710.432890625278,58175.466197917405,60625.04244791745,599,185011200,1866240000,2051251200,3418752.0,195.62255859375,0.09952940319083635,0.9995599374916427,0.11311649948042385,1,1530.0,1.53,3200.0,2.0915032679738563,OUTPUT_INTERCONNECT
360p,15,1080p,60,4,2.0,0.4,50,encoded,600,150,450,59.84479990681347,54.500430908202816,62.4222277832032,62.42222778320331,0,245859328,15000000,260859328,434765.5466666667,24.877484130859376,0.4724821291105276,0.03332380831334468,0.5731336487075535,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,50,raw,600,150,450,16.808142004054353,12901.20669270836,24388.727421875494,25414.475546875536,597,245859328,1866240000,2112099328,3520165.546666667,201.42548828125,0.13270236900839782,0.9985073727922753,0.16097157597282882,1,1530.0,1.53,3200.0,2.0915032679738563,OUTPUT_INTERCONNECT
360p,15,1080p,60,4,2.0,0.4,100,encoded,600,150,450,59.89306961595822,46.42021545410125,50.421113891601635,50.42111389160175,0,246270464,15000000,261270464,435450.7733333333,24.916693115234374,0.2392107403439271,0.019071066125144573,0.5720387079020178,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,100,raw,600,150,450,33.47799447432469,3995.7045052083145,7526.337708333334,7840.171770833376,589,246270464,1866240000,2112510464,3520850.7733333334,201.464697265625,0.13370989155812674,0.9957388666649921,0.3197483252242756,1,1530.0,1.53,3200.0,2.0915032679738563,OUTPUT_INTERCONNECT
360p,15,1080p,60,4,2.0,0.4,125,encoded,600,150,450,59.902732903323944,44.80417236328094,48.02089111328132,48.020891113281436,0,246270464,15000000,261270464,435450.7733333333,24.916693115234374,0.19235311963741109,0.016217758202754735,0.5721310019596478,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,125,raw,600,150,450,41.77144988336331,2218.354765624982,4140.040833333296,4311.492083333294,579,246270464,1866240000,2112510464,3520850.7733333334,201.464697265625,0.134131921991106,0.9945978020900106,0.3989591178360036,1,1530.0,1.53,3200.0,2.0915032679738563,OUTPUT_INTERCONNECT
360p,15,1080p,60,4,2.0,0.4,200,encoded,600,150,450,59.91723368240268,42.38010772705047,44.420556945800854,44.42055694580097,0,246270464,15000000,261270464,435450.7733333333,24.916693115234374,0.12203833127350974,0.011936069553719491,0.5722694989006288,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,200,raw,600,150,450,59.624703985034365,69.96353515624969,84.87507812500007,84.87507812500019,0,246270464,1866240000,2112510464,3520850.7733333334,201.464697265625,0.12144251210896011,0.8890963354718356,0.569475547761064,1,1530.0,1.53,3200.0,2.0915032679738563,OUTPUT_INTERCONNECT_HEADROOM_LOW
360p,15,1080p,60,4,2.0,0.4,400,encoded,600,150,450,59.92932302890744,40.36005386352508,41.42027847290046,41.42027847290058,0,246270464,15000000,261270464,435450.7733333333,24.916693115234374,0.06341666437379338,0.00836641185308018,0.5723849642490958,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,400,raw,600,150,450,59.84688115065244,54.15176757812469,61.64753906250007,61.647539062500186,0,246270464,1866240000,2112510464,3520850.7733333334,201.464697265625,0.06332942512830549,0.4485985451578372,0.5715975618698823,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,800,encoded,600,150,450,59.93536953177171,39.350026931762386,39.92013923645027,39.92013923645038,0,246270464,15000000,261270464,435450.7733333333,24.916693115234374,0.03409695907142012,0.006581042767753172,0.5724427143979526,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,800,raw,600,150,450,59.894111899138196,46.24588378906219,50.03376953125007,50.033769531250186,0,246270464,1866240000,2112510464,3520850.7733333334,201.464697265625,0.034073487791902224,0.22687205250372636,0.5720486627486698,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,1600,encoded,600,150,450,59.938393240768356,38.84501346588104,39.17006961822517,39.170069618225284,0,246270464,15000000,261270464,435450.7733333333,24.916693115234374,0.01943488767383927,0.005688223118642315,0.5724715938425795,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,4,2.0,0.4,1600,raw,600,150,450,59.917755240053914,42.29294189453094,44.22688476562507,44.226884765625186,0,246270464,1866240000,2112510464,3520850.7733333334,201.464697265625,0.01942819584905033,0.11587751559844288,0.5722744802977557,1,1530.0,1.53,3200.0,2.0915032679738563,HEADROOM
360p,15,1080p,60,8,2.0,0.4,12.5,encoded,600,150,450,42.315603398053646,2154.1704215494665,4014.0092236327837,4180.058598632782,579,184188928,15000000,199188928,331981.5466666667,18.996136474609376,0.9935887045477702,0.08409585655975811,0.8056256152938488,1,1530.0,1.53,6400.0,4.183006535947713,INPUT_INTERCONNECT
360p,15,1080p,60,8,2.0,0.4,12.5,raw,600,150,450,4.211180609506578,66381.14578125041,125822.98572916728,131120.21822916696,600,184188928,1866240000,2050428928,3417381.546666667,195.544140625,0.09888034555614506,0.9996697929937803,0.08017456203409143,1,1530.0,1.53,6400.0,4.183006535947713,OUTPUT_INTERCONNECT
360p,15,1080p,60,8,2.0,0.4,25,encoded,600,150,450,59.74331716491294,71.5309423828121,86.42445556640632,86.42445556640644,0,185011200,15000000,200011200,333352.0,19.074554443359375,0.7063190700231924,0.06175513253028334,0.8027410810863572,1,1530.0,1.53,6400.0,4.183006535947713,INPUT_INTERCONNECT_HEADROOM_LOW
360p,15,1080p,60,8,2.0,0.4,25,raw,600,150,450,8.418598554714636,30710.432890625278,58175.466197917405,60625.04244791745,599,185011200,1866240000,2051251200,3418752.0,195.62255859375,0.09952940319083635,0.9995599374916427,0.11311649948042385,1,1530.0,1.53,6400.0,4.183006535947713,OUTPUT_INTERCONNECT
360p,15,1080p,60,8,2.0,0.4,50,encoded,600,150,450,59.88455839296936,54.500430908202816,62.4222277832032,62.42222778320331,0,246270464,15000000,261270464,435450.7733333333,24.916693115234374,0.47358668281004146,0.033345947315790186,0.5735144157294685,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,50,raw,600,150,450,16.808142004054353,12901.20669270836,24388.727421875494,25414.475546875536,597,246270464,1866240000,2112510464,3520850.7733333334,201.464697265625,0.13292428681973495,0.9985073727922753,0.16097157597282882,1,1530.0,1.53,6400.0,4.183006535947713,OUTPUT_INTERCONNECT
360p,15,1080p,60,8,2.0,0.4,100,encoded,600,150,450,60.00145178927774,46.42021545410125,50.421113891601635,50.42111389160175,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.2408439133733452,0.019105577022772914,0.5692637738507734,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,100,raw,600,150,450,33.47799447432469,3995.7045052083145,7526.337708333334,7840.171770833376,589,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.1343796018370415,0.9957388666649921,0.3176224725751559,1,1530.0,1.53,6400.0,4.183006535947713,OUTPUT_INTERCONNECT
360p,15,1080p,60,8,2.0,0.4,125,encoded,600,150,450,60.034693452321385,44.80417236328094,48.02089111328132,48.020891113281436,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.1937424305739243,0.016253484523946076,0.5695791541289,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,125,raw,600,150,450,41.77144988336331,2218.354765624982,4140.040833333296,4311.492083333294,579,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.13480375702137845,0.9945978020900106,0.39630663076841,1,1530.0,1.53,6400.0,4.183006535947713,OUTPUT_INTERCONNECT
360p,15,1080p,60,8,2.0,0.4,200,encoded,600,150,450,60.084625065665136,42.38010772705047,44.420556945800854,44.42055694580097,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.12299226912835282,0.011969415472256127,0.5700528803104988,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,200,raw,600,150,450,59.624703985034365,69.96353515624969,84.87507812500007,84.87507812500019,0,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.1220508180122824,0.8890963354718356,0.5656893790580143,1,1530.0,1.53,6400.0,4.183006535947713,OUTPUT_INTERCONNECT_HEADROOM_LOW
360p,15,1080p,60,8,2.0,0.4,400,encoded,600,150,450,60.126298234164,40.36005386352508,41.42027847290046,41.42027847290058,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.06394383864914734,0.00839391050663958,0.5704482544966317,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,400,raw,600,150,450,59.89537364218302,54.15176757812469,61.64753906250007,61.647539062500186,0,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.06369825218725933,0.4489620337930583,0.5682573574302122,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,800,encoded,600,150,450,60.147156503521245,39.350026931762386,39.92013923645027,39.92013923645038,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.03438889688627006,0.0066042974691027274,0.5706461473271586,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,800,raw,600,150,450,60.03163210716927,46.24588378906219,50.03376953125007,50.033769531250186,0,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.03432284627332439,0.22739296333898992,0.5695501096167693,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,1600,encoded,600,150,450,60.15759106606036,38.84501346588104,39.17006961822517,39.170069618225284,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.019603735045538924,0.005709025246793691,0.5707451452392485,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,8,2.0,0.4,1600,raw,600,150,450,60.099994089425444,42.29294189453094,44.22688476562507,44.226884765625186,0,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.019584965745615746,0.11622995512202129,0.5701986939234248,1,1530.0,1.53,6400.0,4.183006535947713,HEADROOM
360p,15,1080p,60,16,2.0,0.4,12.5,encoded,600,150,450,42.315603398053646,2154.1704215494665,4014.0092236327837,4180.058598632782,579,184188928,15000000,199188928,331981.5466666667,18.996136474609376,0.9935887045477702,0.08409585655975811,0.8056256152938488,1,1530.0,1.53,12800.0,8.366013071895425,INPUT_INTERCONNECT
360p,15,1080p,60,16,2.0,0.4,12.5,raw,600,150,450,4.211180609506578,66381.14578125041,125822.98572916728,131120.21822916696,600,184188928,1866240000,2050428928,3417381.546666667,195.544140625,0.09888034555614506,0.9996697929937803,0.08017456203409143,1,1530.0,1.53,12800.0,8.366013071895425,OUTPUT_INTERCONNECT
360p,15,1080p,60,16,2.0,0.4,25,encoded,600,150,450,59.74331716491294,71.5309423828121,86.42445556640632,86.42445556640644,0,185011200,15000000,200011200,333352.0,19.074554443359375,0.7063190700231924,0.06175513253028334,0.8027410810863572,1,1530.0,1.53,12800.0,8.366013071895425,INPUT_INTERCONNECT_HEADROOM_LOW
360p,15,1080p,60,16,2.0,0.4,25,raw,600,150,450,8.418598554714636,30710.432890625278,58175.466197917405,60625.04244791745,599,185011200,1866240000,2051251200,3418752.0,195.62255859375,0.09952940319083635,0.9995599374916427,0.11311649948042385,1,1530.0,1.53,12800.0,8.366013071895425,OUTPUT_INTERCONNECT
360p,15,1080p,60,16,2.0,0.4,50,encoded,600,150,450,59.88455839296936,54.500430908202816,62.4222277832032,62.42222778320331,0,246270464,15000000,261270464,435450.7733333333,24.916693115234374,0.47358668281004146,0.033345947315790186,0.5735144157294685,1,1530.0,1.53,12800.0,8.366013071895425,HEADROOM
360p,15,1080p,60,16,2.0,0.4,50,raw,600,150,450,16.808142004054353,12901.20669270836,24388.727421875494,25414.475546875536,597,246270464,1866240000,2112510464,3520850.7733333334,201.464697265625,0.13292428681973495,0.9985073727922753,0.16097157597282882,1,1530.0,1.53,12800.0,8.366013071895425,OUTPUT_INTERCONNECT
360p,15,1080p,60,16,2.0,0.4,100,encoded,600,150,450,60.00145178927774,46.42021545410125,50.421113891601635,50.42111389160175,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.2408439133733452,0.019105577022772914,0.5692637738507734,1,1530.0,1.53,12800.0,8.366013071895425,HEADROOM
360p,15,1080p,60,16,2.0,0.4,100,raw,600,150,450,33.47799447432469,3995.7045052083145,7526.337708333334,7840.171770833376,589,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.1343796018370415,0.9957388666649921,0.3176224725751559,1,1530.0,1.53,12800.0,8.366013071895425,OUTPUT_INTERCONNECT
360p,15,1080p,60,16,2.0,0.4,125,encoded,600,150,450,60.034693452321385,44.80417236328094,48.02089111328132,48.020891113281436,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.1937424305739243,0.016253484523946076,0.5695791541289,1,1530.0,1.53,12800.0,8.366013071895425,HEADROOM
360p,15,1080p,60,16,2.0,0.4,125,raw,600,150,450,41.77144988336331,2218.354765624982,4140.040833333296,4311.492083333294,579,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.13480375702137845,0.9945978020900106,0.39630663076841,1,1530.0,1.53,12800.0,8.366013071895425,OUTPUT_INTERCONNECT
360p,15,1080p,60,16,2.0,0.4,200,encoded,600,150,450,60.084625065665136,42.38010772705047,44.420556945800854,44.42055694580097,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.12299226912835282,0.011969415472256127,0.5700528803104988,1,1530.0,1.53,12800.0,8.366013071895425,HEADROOM
360p,15,1080p,60,16,2.0,0.4,200,raw,600,150,450,59.624703985034365,69.96353515624969,84.87507812500007,84.87507812500019,0,247503872,1866240000,2113743872,3522906.453333333,201.58232421875,0.1220508180122824,0.8890963354718356,0.5656893790580143,1,1530.0,1.53,12800.0,8.366013071895425,OUTPUT_INTERCONNECT_HEADROOM_LOW
360p,15,1080p,60,16,2.0,0.4,400,encoded,600,150,450,60.126298234164,40.36005386352508,41.42027847290046,41.42027847290058,0,247503872,15000000,262503872,437506.4533333333,25.034320068359374,0.06394383864914734,0.00839391050663958,0.5704482544966317,1,1530.0,1.53,12800.0,8.366013071895425,HEADROOM
